id;modulo;punto;capa;fase;tipo;estado_dev;estado_config;estado_global;notas
40.01;40. Políticas corporativas;Biblioteca + acuse;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §40
40.QA;40. Políticas corporativas;Criterios de aceptación del módulo verificados (checklist §);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
40.SEC;40. Políticas corporativas;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
40.UX;40. Políticas corporativas;UX moderna móvil-primero revisada (§45);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
40.ADM;40. Políticas corporativas;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
40.DOC;40. Políticas corporativas;OpenAPI / notas de contrato del módulo;U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
41.01;41. Workflows y motor de aprobaciones;Diseñador + instancias;U A S;Núcleo MVP;Funcional;desarrollado;desarrollado_y_configurado;parcial;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §41 · IA + 3 ejemplos
41.02;41. Workflows y motor de aprobaciones;Bandeja de aprobaciones unificada;A S;Núcleo MVP;Funcional;desarrollado;desarrollado_y_configurado;parcial;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §41 · app U /aprobaciones
41.QA;41. Workflows y motor de aprobaciones;Criterios de aceptación del módulo verificados (checklist §);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
41.SEC;41. Workflows y motor de aprobaciones;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Núcleo MVP;Calidad;desarrollado;n/a;parcial;
41.UX;41. Workflows y motor de aprobaciones;UX moderna móvil-primero revisada (§45);U A S;Núcleo MVP;Calidad;desarrollado;n/a;parcial;
41.ADM;41. Workflows y motor de aprobaciones;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Núcleo MVP;Calidad;desarrollado;desarrollado_y_configurado;parcial;
41.DOC;41. Workflows y motor de aprobaciones;OpenAPI / notas de contrato del módulo;U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
42.01;42. Gestión de servicios (portal);Catálogo + portal;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §42
42.02;42. Gestión de servicios (portal);Panel de agentes;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §42
42.QA;42. Gestión de servicios (portal);Criterios de aceptación del módulo verificados (checklist §);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
42.SEC;42. Gestión de servicios (portal);Authz tenant + sin hardcode Emp_Id (premisa);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
42.UX;42. Gestión de servicios (portal);UX moderna móvil-primero revisada (§45);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
42.ADM;42. Gestión de servicios (portal);Pantallas/admin de configuración del módulo listas (si aplica);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
42.DOC;42. Gestión de servicios (portal);OpenAPI / notas de contrato del módulo;U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
43.01;43. Seguridad, privacidad y cumplimiento;Controles clave;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §43
43.QA;43. Seguridad, privacidad y cumplimiento;Criterios de aceptación del módulo verificados (checklist §);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
43.SEC;43. Seguridad, privacidad y cumplimiento;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
43.UX;43. Seguridad, privacidad y cumplimiento;UX moderna móvil-primero revisada (§45);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
43.ADM;43. Seguridad, privacidad y cumplimiento;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
43.DOC;43. Seguridad, privacidad y cumplimiento;OpenAPI / notas de contrato del módulo;U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
44.QA;44. Deuda técnica a no migrar;Criterios de aceptación del módulo verificados (checklist §);U A S;Transversal (cumplir siempre);Calidad;pendiente;n/a;pendiente;
44.SEC;44. Deuda técnica a no migrar;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Transversal (cumplir siempre);Calidad;pendiente;n/a;pendiente;
44.UX;44. Deuda técnica a no migrar;UX moderna móvil-primero revisada (§45);U A S;Transversal (cumplir siempre);Calidad;pendiente;n/a;pendiente;
44.ADM;44. Deuda técnica a no migrar;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Transversal (cumplir siempre);Calidad;pendiente;n/a;pendiente;
44.DOC;44. Deuda técnica a no migrar;OpenAPI / notas de contrato del módulo;U A S;Transversal (cumplir siempre);Calidad;pendiente;n/a;pendiente;
45.QA;45. Modernización del producto;Criterios de aceptación del módulo verificados (checklist §);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
45.SEC;45. Modernización del producto;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
45.UX;45. Modernización del producto;UX moderna móvil-primero revisada (§45);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
45.ADM;45. Modernización del producto;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
45.DOC;45. Modernización del producto;OpenAPI / notas de contrato del módulo;U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
46.01;46. Hub de accesos / enlaces (launchpad);Pantalla launchpad (U);U A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §46 | Ola5 nucleo 2026-07-27
46.02;46. Hub de accesos / enlaces (launchpad);ABM de accesos + tarjetas (A);A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §46 | Ola5 nucleo 2026-07-27
46.03;46. Hub de accesos / enlaces (launchpad);Tipos / categorías;U A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §46 | Ola5 nucleo 2026-07-27
46.04;46. Hub de accesos / enlaces (launchpad);Destinos tipados y SSO;U A S;Núcleo MVP;Funcional;diferido;n/a;diferido;Diferido Ola5 (post-nucleo)
46.05;46. Hub de accesos / enlaces (launchpad);Favoritos + telemetría;U A S;Núcleo MVP;Funcional;diferido;n/a;diferido;Diferido Ola5 (post-nucleo)
46.QA;46. Hub de accesos / enlaces (launchpad);Criterios de aceptación del módulo verificados (checklist §);U A S;Núcleo MVP;Calidad;en_curso;n/a;en_curso;Ola5 smoke pendiente
46.SEC;46. Hub de accesos / enlaces (launchpad);Authz tenant + sin hardcode Emp_Id (premisa);U A S;Núcleo MVP;Calidad;desarrollado;n/a;desarrollado_y_configurado;Ola5 nucleo 2026-07-27
46.UX;46. Hub de accesos / enlaces (launchpad);UX moderna móvil-primero revisada (§45);U A S;Núcleo MVP;Calidad;desarrollado;n/a;desarrollado_y_configurado;Ola5 nucleo 2026-07-27
46.ADM;46. Hub de accesos / enlaces (launchpad);Pantallas/admin de configuración del módulo listas (si aplica);U A S;Núcleo MVP;Calidad;desarrollado;n/a;desarrollado_y_configurado;Ola5 nucleo 2026-07-27
46.DOC;46. Hub de accesos / enlaces (launchpad);OpenAPI / notas de contrato del módulo;U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
NR.CLARO;NR. Packs no-regresión clientes estratégicos;Pack no-regresión Claro/YoClaro (SSO Azure, hub, beneficios, bandeja estado 8);U A S;Núcleo MVP;No-regresión;pendiente;pendiente;pendiente;Particularidades por empresa en consolidado
NR.GRIDO;NR. Packs no-regresión clientes estratégicos;Pack no-regresión Grido/Gridonet (AD, appMobile, deep links, branding);U A S;Núcleo MVP;No-regresión;pendiente;pendiente;pendiente;Particularidades por empresa en consolidado
NR.ECR;NR. Packs no-regresión clientes estratégicos;Pack no-regresión ECR + asociadas (salud, GeoVictoria, ausentismo, supervisores);U A S;Núcleo MVP;No-regresión;pendiente;pendiente;pendiente;Particularidades por empresa en consolidado
NR.EPEC;NR. Packs no-regresión clientes estratégicos;Pack no-regresión EPEC (visitas, WTA, reglas home);U A S;Núcleo MVP;No-regresión;pendiente;pendiente;pendiente;Particularidades por empresa en consolidado
NR.EMP60;NR. Packs no-regresión clientes estratégicos;Pack labels Emp 60 (Feedback vecinos / renombres vía metadata);U A;Vertical opcional;No-regresión;pendiente;pendiente;pendiente;Particularidades por empresa en consolidado
